scope,model_1,model_2,b,c,p_raw,p_adj_bh,significant
HF,bert__HR67-AIR33-HF0-AIF100__3,distilbert__HR67-AIR33-HF0-AIF100__4,0,8,0.007812,0.01591,True
AI-F,bert__HR67-AIR33-HF0-AIF100__3,distilbert__HR67-AIR33-HF0-AIF100__4,1,0,1.0,1.0,False
overall,bert__HR67-AIR33-HF0-AIF100__3,distilbert__HR67-AIR33-HF100-AIF0__10,79,56,0.058297,0.100155,False
HR,bert__HR67-AIR33-HF0-AIF100__3,distilbert__HR67-AIR33-HF100-AIF0__10,7,0,0.015625,0.030155,True
AI-R,bert__HR67-AIR33-HF0-AIF100__3,distilbert__HR67-AIR33-HF100-AIF0__10,16,3,0.004425,0.009673,True
HF,bert__HR67-AIR33-HF0-AIF100__3,distilbert__HR67-AIR33-HF100-AIF0__10,0,53,0.0,0.0,True
AI-F,bert__HR67-AIR33-HF0-AIF100__3,distilbert__HR67-AIR33-HF100-AIF0__10,56,0,0.0,0.0,True
overall,bert__HR67-AIR33-HF0-AIF100__3,distilbert__HR67-AIR33-HF33-AIF67__4,10,54,0.0,0.0,True
HR,bert__HR67-AIR33-HF0-AIF100__3,distilbert__HR67-AIR33-HF33-AIF67__4,2,0,0.5,0.648479,False
AI-R,bert__HR67-AIR33-HF0-AIF100__3,distilbert__HR67-AIR33-HF33-AIF67__4,6,1,0.125,0.196441,False
HF,bert__HR67-AIR33-HF0-AIF100__3,distilbert__HR67-AIR33-HF33-AIF67__4,0,53,0.0,0.0,True
AI-F,bert__HR67-AIR33-HF0-AIF100__3,distilbert__HR67-AIR33-HF33-AIF67__4,2,0,0.5,0.648479,False
overall,bert__HR67-AIR33-HF0-AIF100__3,distilbert__HR67-AIR33-HF50-AIF50__4,20,69,0.0,2e-06,True
HR,bert__HR67-AIR33-HF0-AIF100__3,distilbert__HR67-AIR33-HF50-AIF50__4,8,0,0.007812,0.01591,True
AI-R,bert__HR67-AIR33-HF0-AIF100__3,distilbert__HR67-AIR33-HF50-AIF50__4,12,1,0.003418,0.00772,True
HF,bert__HR67-AIR33-HF0-AIF100__3,distilbert__HR67-AIR33-HF50-AIF50__4,0,68,0.0,0.0,True
AI-F,bert__HR67-AIR33-HF0-AIF100__3,distilbert__HR67-AIR33-HF50-AIF50__4,0,0,1.0,1.0,False
overall,bert__HR67-AIR33-HF0-AIF100__3,distilbert__HR67-AIR33-HF67-AIF33__3,11,48,3e-06,1e-05,True
HR,bert__HR67-AIR33-HF0-AIF100__3,distilbert__HR67-AIR33-HF67-AIF33__3,3,0,0.25,0.357966,False
AI-R,bert__HR67-AIR33-HF0-AIF100__3,distilbert__HR67-AIR33-HF67-AIF33__3,7,1,0.070312,0.116296,False
HF,bert__HR67-AIR33-HF0-AIF100__3,distilbert__HR67-AIR33-HF67-AIF33__3,0,47,0.0,0.0,True
AI-F,bert__HR67-AIR33-HF0-AIF100__3,distilbert__HR67-AIR33-HF67-AIF33__3,1,0,1.0,1.0,False
overall,bert__HR67-AIR33-HF100-AIF0__10,bert__HR67-AIR33-HF33-AIF67__1,27,69,2.9e-05,9.1e-05,True
HR,bert__HR67-AIR33-HF100-AIF0__10,bert__HR67-AIR33-HF33-AIF67__1,0,14,0.000122,0.000344,True
AI-R,bert__HR67-AIR33-HF100-AIF0__10,bert__HR67-AIR33-HF33-AIF67__1,4,13,0.049042,0.08479,False
HF,bert__HR67-AIR33-HF100-AIF0__10,bert__HR67-AIR33-HF33-AIF67__1,23,0,0.0,1e-06,True
AI-F,bert__HR67-AIR33-HF100-AIF0__10,bert__HR67-AIR33-HF33-AIF67__1,0,42,0.0,0.0,True
overall,bert__HR67-AIR33-HF100-AIF0__10,bert__HR67-AIR33-HF50-AIF50__1,15,69,0.0,0.0,True
HR,bert__HR67-AIR33-HF100-AIF0__10,bert__HR67-AIR33-HF50-AIF50__1,0,16,3.1e-05,9.5e-05,True
AI-R,bert__HR67-AIR33-HF100-AIF0__10,bert__HR67-AIR33-HF50-AIF50__1,2,11,0.022461,0.041862,True
HF,bert__HR67-AIR33-HF100-AIF0__10,bert__HR67-AIR33-HF50-AIF50__1,13,0,0.000244,0.00066,True
AI-F,bert__HR67-AIR33-HF100-AIF0__10,bert__HR67-AIR33-HF50-AIF50__1,0,42,0.0,0.0,True
overall,bert__HR67-AIR33-HF100-AIF0__10,bert__HR67-AIR33-HF67-AIF33__2,8,65,0.0,0.0,True
HR,bert__HR67-AIR33-HF100-AIF0__10,bert__HR67-AIR33-HF67-AIF33__2,0,12,0.000488,0.001245,True
AI-R,bert__HR67-AIR33-HF100-AIF0__10,bert__HR67-AIR33-HF67-AIF33__2,2,10,0.038574,0.068266,False
HF,bert__HR67-AIR33-HF100-AIF0__10,bert__HR67-AIR33-HF67-AIF33__2,6,0,0.03125,0.056173,False
AI-F,bert__HR67-AIR33-HF100-AIF0__10,bert__HR67-AIR33-HF67-AIF33__2,0,43,0.0,0.0,True
overall,bert__HR67-AIR33-HF100-AIF0__10,distilbert__HR100-AIR0-HF0-AIF100__13,71,70,1.0,1.0,False
HR,bert__HR67-AIR33-HF100-AIF0__10,distilbert__HR100-AIR0-HF0-AIF100__13,0,18,8e-06,2.6e-05,True
AI-R,bert__HR67-AIR33-HF100-AIF0__10,distilbert__HR100-AIR0-HF0-AIF100__13,12,10,0.831812,0.995702,False
HF,bert__HR67-AIR33-HF100-AIF0__10,distilbert__HR100-AIR0-HF0-AIF100__13,59,0,0.0,0.0,True
AI-F,bert__HR67-AIR33-HF100-AIF0__10,distilbert__HR100-AIR0-HF0-AIF100__13,0,42,0.0,0.0,True
overall,bert__HR67-AIR33-HF100-AIF0__10,distilbert__HR100-AIR0-HF100-AIF0__15,30,58,0.003999,0.008858,True
HR,bert__HR67-AIR33-HF100-AIF0__10,distilbert__HR100-AIR0-HF100-AIF0__15,0,12,0.000488,0.001245,True
AI-R,bert__HR67-AIR33-HF100-AIF0__10,distilbert__HR100-AIR0-HF100-AIF0__15,22,6,0.004586,0.009995,True
HF,bert__HR67-AIR33-HF100-AIF0__10,distilbert__HR100-AIR0-HF100-AIF0__15,8,1,0.039062,0.068297,False
AI-F,bert__HR67-AIR33-HF100-AIF0__10,distilbert__HR100-AIR0-HF100-AIF0__15,0,39,0.0,0.0,True
overall,bert__HR67-AIR33-HF100-AIF0__10,distilbert__HR100-AIR0-HF33-AIF67__11,54,64,0.407378,0.559373,False
HR,bert__HR67-AIR33-HF100-AIF0__10,distilbert__HR100-AIR0-HF33-AIF67__11,1,16,0.000275,0.000735,True
AI-R,bert__HR67-AIR33-HF100-AIF0__10,distilbert__HR100-AIR0-HF33-AIF67__11,22,6,0.004586,0.009995,True
HF,bert__HR67-AIR33-HF100-AIF0__10,distilbert__HR100-AIR0-HF33-AIF67__11,31,0,0.0,0.0,True
AI-F,bert__HR67-AIR33-HF100-AIF0__10,distilbert__HR100-AIR0-HF33-AIF67__11,0,42,0.0,0.0,True
overall,bert__HR67-AIR33-HF100-AIF0__10,distilbert__HR100-AIR0-HF50-AIF50__12,54,55,1.0,1.0,False
HR,bert__HR67-AIR33-HF100-AIF0__10,distilbert__HR100-AIR0-HF50-AIF50__12,1,10,0.011719,0.023405,True
AI-R,bert__HR67-AIR33-HF100-AIF0__10,distilbert__HR100-AIR0-HF50-AIF50__12,36,2,0.0,0.0,True
HF,bert__HR67-AIR33-HF100-AIF0__10,distilbert__HR100-AIR0-HF50-AIF50__12,17,0,1.5e-05,4.9e-05,True
AI-F,bert__HR67-AIR33-HF100-AIF0__10,distilbert__HR100-AIR0-HF50-AIF50__12,0,43,0.0,0.0,True
overall,bert__HR67-AIR33-HF100-AIF0__10,distilbert__HR100-AIR0-HF67-AIF33__14,35,66,0.002835,0.006518,True
HR,bert__HR67-AIR33-HF100-AIF0__10,distilbert__HR100-AIR0-HF67-AIF33__14,0,17,1.5e-05,4.9e-05,True
AI-R,bert__HR67-AIR33-HF100-AIF0__10,distilbert__HR100-AIR0-HF67-AIF33__14,23,7,0.00617,0.013274,True
HF,bert__HR67-AIR33-HF100-AIF0__10,distilbert__HR100-AIR0-HF67-AIF33__14,12,0,0.000488,0.001245,True
AI-F,bert__HR67-AIR33-HF100-AIF0__10,distilbert__HR100-AIR0-HF67-AIF33__14,0,42,0.0,0.0,True
overall,bert__HR67-AIR33-HF100-AIF0__10,distilbert__HR50-AIR50-HF0-AIF100__6,76,72,0.805219,0.966529,False
HR,bert__HR67-AIR33-HF100-AIF0__10,distilbert__HR50-AIR50-HF0-AIF100__6,0,18,8e-06,2.6e-05,True
AI-R,bert__HR67-AIR33-HF100-AIF0__10,distilbert__HR50-AIR50-HF0-AIF100__6,2,14,0.004181,0.009204,True
HF,bert__HR67-AIR33-HF100-AIF0__10,distilbert__HR50-AIR50-HF0-AIF100__6,74,0,0.0,0.0,True
AI-F,bert__HR67-AIR33-HF100-AIF0__10,distilbert__HR50-AIR50-HF0-AIF100__6,0,40,0.0,0.0,True
overall,bert__HR67-AIR33-HF100-AIF0__10,distilbert__HR50-AIR50-HF100-AIF0__8,57,23,0.000225,0.000614,True
HR,bert__HR67-AIR33-HF100-AIF0__10,distilbert__HR50-AIR50-HF100-AIF0__8,1,12,0.003418,0.00772,True
AI-R,bert__HR67-AIR33-HF100-AIF0__10,distilbert__HR50-AIR50-HF100-AIF0__8,0,11,0.000977,0.002384,True
HF,bert__HR67-AIR33-HF100-AIF0__10,distilbert__HR50-AIR50-HF100-AIF0__8,17,0,1.5e-05,4.9e-05,True
AI-F,bert__HR67-AIR33-HF100-AIF0__10,distilbert__HR50-AIR50-HF100-AIF0__8,39,0,0.0,0.0,True
overall,bert__HR67-AIR33-HF100-AIF0__10,distilbert__HR50-AIR50-HF100-AIF0__9,57,23,0.000225,0.000614,True
HR,bert__HR67-AIR33-HF100-AIF0__10,distilbert__HR50-AIR50-HF100-AIF0__9,1,12,0.003418,0.00772,True
AI-R,bert__HR67-AIR33-HF100-AIF0__10,distilbert__HR50-AIR50-HF100-AIF0__9,0,11,0.000977,0.002384,True
HF,bert__HR67-AIR33-HF100-AIF0__10,distilbert__HR50-AIR50-HF100-AIF0__9,17,0,1.5e-05,4.9e-05,True
AI-F,bert__HR67-AIR33-HF100-AIF0__10,distilbert__HR50-AIR50-HF100-AIF0__9,39,0,0.0,0.0,True
overall,bert__HR67-AIR33-HF100-AIF0__10,distilbert__HR50-AIR50-HF33-AIF67__6,29,60,0.001473,0.003571,True
HR,bert__HR67-AIR33-HF100-AIF0__10,distilbert__HR50-AIR50-HF33-AIF67__6,0,10,0.001953,0.004602,True
AI-R,bert__HR67-AIR33-HF100-AIF0__10,distilbert__HR50-AIR50-HF33-AIF67__6,12,7,0.359283,0.500603,False
HF,bert__HR67-AIR33-HF100-AIF0__10,distilbert__HR50-AIR50-HF33-AIF67__6,17,0,1.5e-05,4.9e-05,True
AI-F,bert__HR67-AIR33-HF100-AIF0__10,distilbert__HR50-AIR50-HF33-AIF67__6,0,43,0.0,0.0,True
overall,bert__HR67-AIR33-HF100-AIF0__10,distilbert__HR50-AIR50-HF50-AIF50__7,20,70,0.0,1e-06,True
HR,bert__HR67-AIR33-HF100-AIF0__10,distilbert__HR50-AIR50-HF50-AIF50__7,2,15,0.00235,0.005478,True
AI-R,bert__HR67-AIR33-HF100-AIF0__10,distilbert__HR50-AIR50-HF50-AIF50__7,1,13,0.001831,0.004353,True
HF,bert__HR67-AIR33-HF100-AIF0__10,distilbert__HR50-AIR50-HF50-AIF50__7,17,0,1.5e-05,4.9e-05,True
AI-F,bert__HR67-AIR33-HF100-AIF0__10,distilbert__HR50-AIR50-HF50-AIF50__7,0,42,0.0,0.0,True
overall,bert__HR67-AIR33-HF100-AIF0__10,distilbert__HR67-AIR33-HF0-AIF100__4,75,73,0.934488,1.0,False
HR,bert__HR67-AIR33-HF100-AIF0__10,distilbert__HR67-AIR33-HF0-AIF100__4,0,18,8e-06,2.6e-05,True
AI-R,bert__HR67-AIR33-HF100-AIF0__10,distilbert__HR67-AIR33-HF0-AIF100__4,4,14,0.030884,0.056173,False
HF,bert__HR67-AIR33-HF100-AIF0__10,distilbert__HR67-AIR33-HF0-AIF100__4,71,0,0.0,0.0,True
AI-F,bert__HR67-AIR33-HF100-AIF0__10,distilbert__HR67-AIR33-HF0-AIF100__4,0,41,0.0,0.0,True
overall,bert__HR67-AIR33-HF100-AIF0__10,distilbert__HR67-AIR33-HF100-AIF0__10,61,32,0.003691,0.008292,True
HR,bert__HR67-AIR33-HF100-AIF0__10,distilbert__HR67-AIR33-HF100-AIF0__10,2,13,0.007385,0.015386,True
AI-R,bert__HR67-AIR33-HF100-AIF0__10,distilbert__HR67-AIR33-HF100-AIF0__10,7,7,1.0,1.0,False
HF,bert__HR67-AIR33-HF100-AIF0__10,distilbert__HR67-AIR33-HF100-AIF0__10,26,0,1e-06,4e-06,True
AI-F,bert__HR67-AIR33-HF100-AIF0__10,distilbert__HR67-AIR33-HF100-AIF0__10,26,12,0.034955,0.062522,False
overall,bert__HR67-AIR33-HF100-AIF0__10,distilbert__HR67-AIR33-HF33-AIF67__4,29,67,0.000159,0.000444,True
HR,bert__HR67-AIR33-HF100-AIF0__10,distilbert__HR67-AIR33-HF33-AIF67__4,0,16,3.1e-05,9.5e-05,True
AI-R,bert__HR67-AIR33-HF100-AIF0__10,distilbert__HR67-AIR33-HF33-AIF67__4,3,11,0.057373,0.098645,False
HF,bert__HR67-AIR33-HF100-AIF0__10,distilbert__HR67-AIR33-HF33-AIF67__4,26,0,1e-06,4e-06,True
AI-F,bert__HR67-AIR33-HF100-AIF0__10,distilbert__HR67-AIR33-HF33-AIF67__4,0,40,0.0,0.0,True
overall,bert__HR67-AIR33-HF100-AIF0__10,distilbert__HR67-AIR33-HF50-AIF50__4,17,60,2e-06,7e-06,True
HR,bert__HR67-AIR33-HF100-AIF0__10,distilbert__HR67-AIR33-HF50-AIF50__4,0,10,0.001953,0.004602,True
AI-R,bert__HR67-AIR33-HF100-AIF0__10,distilbert__HR67-AIR33-HF50-AIF50__4,6,8,0.790527,0.952575,False
HF,bert__HR67-AIR33-HF100-AIF0__10,distilbert__HR67-AIR33-HF50-AIF50__4,11,0,0.000977,0.002384,True
AI-F,bert__HR67-AIR33-HF100-AIF0__10,distilbert__HR67-AIR33-HF50-AIF50__4,0,42,0.0,0.0,True
overall,bert__HR67-AIR33-HF100-AIF0__10,distilbert__HR67-AIR33-HF67-AIF33__3,35,66,0.002835,0.006518,True
HR,bert__HR67-AIR33-HF100-AIF0__10,distilbert__HR67-AIR33-HF67-AIF33__3,0,15,6.1e-05,0.00018,True
AI-R,bert__HR67-AIR33-HF100-AIF0__10,distilbert__HR67-AIR33-HF67-AIF33__3,3,10,0.092285,0.151831,False
HF,bert__HR67-AIR33-HF100-AIF0__10,distilbert__HR67-AIR33-HF67-AIF33__3,32,0,0.0,0.0,True
AI-F,bert__HR67-AIR33-HF100-AIF0__10,distilbert__HR67-AIR33-HF67-AIF33__3,0,41,0.0,0.0,True
overall,bert__HR67-AIR33-HF33-AIF67__1,bert__HR67-AIR33-HF50-AIF50__1,5,17,0.016901,0.032587,True
HR,bert__HR67-AIR33-HF33-AIF67__1,bert__HR67-AIR33-HF50-AIF50__1,0,2,0.5,0.648479,False
AI-R,bert__HR67-AIR33-HF33-AIF67__1,bert__HR67-AIR33-HF50-AIF50__1,3,3,1.0,1.0,False
HF,bert__HR67-AIR33-HF33-AIF67__1,bert__HR67-AIR33-HF50-AIF50__1,2,12,0.012939,0.025585,True
AI-F,bert__HR67-AIR33-HF33-AIF67__1,bert__HR67-AIR33-HF50-AIF50__1,0,0,1.0,1.0,False
overall,bert__HR67-AIR33-HF33-AIF67__1,bert__HR67-AIR33-HF67-AIF33__2,6,21,0.007054,0.014938,True
HR,bert__HR67-AIR33-HF33-AIF67__1,bert__HR67-AIR33-HF67-AIF33__2,2,0,0.5,0.648479,False
AI-R,bert__HR67-AIR33-HF33-AIF67__1,bert__HR67-AIR33-HF67-AIF33__2,3,2,1.0,1.0,False
HF,bert__HR67-AIR33-HF33-AIF67__1,bert__HR67-AIR33-HF67-AIF33__2,1,18,7.6e-05,0.000221,True
AI-F,bert__HR67-AIR33-HF33-AIF67__1,bert__HR67-AIR33-HF67-AIF33__2,0,1,1.0,1.0,False
overall,bert__HR67-AIR33-HF33-AIF67__1,distilbert__HR100-AIR0-HF0-AIF100__13,51,8,0.0,0.0,True
HR,bert__HR67-AIR33-HF33-AIF67__1,distilbert__HR100-AIR0-HF0-AIF100__13,0,4,0.125,0.196441,False
AI-R,bert__HR67-AIR33-HF33-AIF67__1,distilbert__HR100-AIR0-HF0-AIF100__13,13,2,0.007385,0.015386,True
HF,bert__HR67-AIR33-HF33-AIF67__1,distilbert__HR100-AIR0-HF0-AIF100__13,38,2,0.0,0.0,True
AI-F,bert__HR67-AIR33-HF33-AIF67__1,distilbert__HR100-AIR0-HF0-AIF100__13,0,0,1.0,1.0,False
overall,bert__HR67-AIR33-HF33-AIF67__1,distilbert__HR100-AIR0-HF100-AIF0__15,34,20,0.076881,0.126775,False
HR,bert__HR67-AIR33-HF33-AIF67__1,distilbert__HR100-AIR0-HF100-AIF0__15,4,2,0.6875,0.846723,False
AI-R,bert__HR67-AIR33-HF33-AIF67__1,distilbert__HR100-AIR0-HF100-AIF0__15,26,1,4e-06,1.4e-05,True
HF,bert__HR67-AIR33-HF33-AIF67__1,distilbert__HR100-AIR0-HF100-AIF0__15,1,17,0.000145,0.000406,True
AI-F,bert__HR67-AIR33-HF33-AIF67__1,distilbert__HR100-AIR0-HF100-AIF0__15,3,0,0.25,0.357966,False
overall,bert__HR67-AIR33-HF33-AIF67__1,distilbert__HR100-AIR0-HF33-AIF67__11,38,6,3e-06,1.1e-05,True
HR,bert__HR67-AIR33-HF33-AIF67__1,distilbert__HR100-AIR0-HF33-AIF67__11,2,3,1.0,1.0,False
AI-R,bert__HR67-AIR33-HF33-AIF67__1,distilbert__HR100-AIR0-HF33-AIF67__11,25,0,2e-06,6e-06,True
HF,bert__HR67-AIR33-HF33-AIF67__1,distilbert__HR100-AIR0-HF33-AIF67__11,11,3,0.057373,0.098645,False
AI-F,bert__HR67-AIR33-HF33-AIF67__1,distilbert__HR100-AIR0-HF33-AIF67__11,0,0,1.0,1.0,False
overall,bert__HR67-AIR33-HF33-AIF67__1,distilbert__HR100-AIR0-HF50-AIF50__12,54,13,1e-06,4e-06,True
HR,bert__HR67-AIR33-HF33-AIF67__1,distilbert__HR100-AIR0-HF50-AIF50__12,6,1,0.125,0.196441,False
AI-R,bert__HR67-AIR33-HF33-AIF67__1,distilbert__HR100-AIR0-HF50-AIF50__12,43,0,0.0,0.0,True
HF,bert__HR67-AIR33-HF33-AIF67__1,distilbert__HR100-AIR0-HF50-AIF50__12,5,11,0.210114,0.320475,False
AI-F,bert__HR67-AIR33-HF33-AIF67__1,distilbert__HR100-AIR0-HF50-AIF50__12,0,1,1.0,1.0,False
overall,bert__HR67-AIR33-HF33-AIF67__1,distilbert__HR100-AIR0-HF67-AIF33__14,28,17,0.136037,0.213324,False
HR,bert__HR67-AIR33-HF33-AIF67__1,distilbert__HR100-AIR0-HF67-AIF33__14,1,4,0.375,0.516873,False
AI-R,bert__HR67-AIR33-HF33-AIF67__1,distilbert__HR100-AIR0-HF67-AIF33__14,25,0,2e-06,6e-06,True
HF,bert__HR67-AIR33-HF33-AIF67__1,distilbert__HR100-AIR0-HF67-AIF33__14,2,13,0.007385,0.015386,True
AI-F,bert__HR67-AIR33-HF33-AIF67__1,distilbert__HR100-AIR0-HF67-AIF33__14,0,0,1.0,1.0,False
overall,bert__HR67-AIR33-HF33-AIF67__1,distilbert__HR50-AIR50-HF0-AIF100__6,56,10,0.0,0.0,True
HR,bert__HR67-AIR33-HF33-AIF67__1,distilbert__HR50-AIR50-HF0-AIF100__6,0,4,0.125,0.196441,False
AI-R,bert__HR67-AIR33-HF33-AIF67__1,distilbert__HR50-AIR50-HF0-AIF100__6,3,6,0.507812,0.65432,False
HF,bert__HR67-AIR33-HF33-AIF67__1,distilbert__HR50-AIR50-HF0-AIF100__6,51,0,0.0,0.0,True
AI-F,bert__HR67-AIR33-HF33-AIF67__1,distilbert__HR50-AIR50-HF0-AIF100__6,2,0,0.5,0.648479,False
overall,bert__HR67-AIR33-HF33-AIF67__1,distilbert__HR50-AIR50-HF100-AIF0__8,92,16,0.0,0.0,True
HR,bert__HR67-AIR33-HF33-AIF67__1,distilbert__HR50-AIR50-HF100-AIF0__8,5,2,0.453125,0.611761,False
AI-R,bert__HR67-AIR33-HF33-AIF67__1,distilbert__HR50-AIR50-HF100-AIF0__8,3,5,0.726562,0.885307,False
HF,bert__HR67-AIR33-HF33-AIF67__1,distilbert__HR50-AIR50-HF100-AIF0__8,3,9,0.145996,0.227302,False
AI-F,bert__HR67-AIR33-HF33-AIF67__1,distilbert__HR50-AIR50-HF100-AIF0__8,81,0,0.0,0.0,True
overall,bert__HR67-AIR33-HF33-AIF67__1,distilbert__HR50-AIR50-HF100-AIF0__9,92,16,0.0,0.0,True
HR,bert__HR67-AIR33-HF33-AIF67__1,distilbert__HR50-AIR50-HF100-AIF0__9,5,2,0.453125,0.611761,False
AI-R,bert__HR67-AIR33-HF33-AIF67__1,distilbert__HR50-AIR50-HF100-AIF0__9,3,5,0.726562,0.885307,False
HF,bert__HR67-AIR33-HF33-AIF67__1,distilbert__HR50-AIR50-HF100-AIF0__9,3,9,0.145996,0.227302,False
AI-F,bert__HR67-AIR33-HF33-AIF67__1,distilbert__HR50-AIR50-HF100-AIF0__9,81,0,0.0,0.0,True
overall,bert__HR67-AIR33-HF33-AIF67__1,distilbert__HR50-AIR50-HF33-AIF67__6,23,12,0.090969,0.149892,False
HR,bert__HR67-AIR33-HF33-AIF67__1,distilbert__HR50-AIR50-HF33-AIF67__6,5,1,0.21875,0.329033,False
AI-R,bert__HR67-AIR33-HF33-AIF67__1,distilbert__HR50-AIR50-HF33-AIF67__6,14,0,0.000122,0.000344,True
HF,bert__HR67-AIR33-HF33-AIF67__1,distilbert__HR50-AIR50-HF33-AIF67__6,4,10,0.179565,0.27542,False
AI-F,bert__HR67-AIR33-HF33-AIF67__1,distilbert__HR50-AIR50-HF33-AIF67__6,0,1,1.0,1.0,False
overall,bert__HR67-AIR33-HF33-AIF67__1,distilbert__HR50-AIR50-HF50-AIF50__7,10,18,0.185877,0.284706,False
HR,bert__HR67-AIR33-HF33-AIF67__1,distilbert__HR50-AIR50-HF50-AIF50__7,4,3,1.0,1.0,False
AI-R,bert__HR67-AIR33-HF33-AIF67__1,distilbert__HR50-AIR50-HF50-AIF50__7,2,5,0.453125,0.611761,False
HF,bert__HR67-AIR33-HF33-AIF67__1,distilbert__HR50-AIR50-HF50-AIF50__7,4,10,0.179565,0.27542,False
AI-F,bert__HR67-AIR33-HF33-AIF67__1,distilbert__HR50-AIR50-HF50-AIF50__7,0,0,1.0,1.0,False
overall,bert__HR67-AIR33-HF33-AIF67__1,distilbert__HR67-AIR33-HF0-AIF100__4,53,9,0.0,0.0,True
HR,bert__HR67-AIR33-HF33-AIF67__1,distilbert__HR67-AIR33-HF0-AIF100__4,0,4,0.125,0.196441,False
AI-R,bert__HR67-AIR33-HF33-AIF67__1,distilbert__HR67-AIR33-HF0-AIF100__4,4,5,1.0,1.0,False
HF,bert__HR67-AIR33-HF33-AIF67__1,distilbert__HR67-AIR33-HF0-AIF100__4,48,0,0.0,0.0,True
AI-F,bert__HR67-AIR33-HF33-AIF67__1,distilbert__HR67-AIR33-HF0-AIF100__4,1,0,1.0,1.0,False
overall,bert__HR67-AIR33-HF33-AIF67__1,distilbert__HR67-AIR33-HF100-AIF0__10,80,9,0.0,0.0,True
HR,bert__HR67-AIR33-HF33-AIF67__1,distilbert__HR67-AIR33-HF100-AIF0__10,4,1,0.375,0.516873,False
AI-R,bert__HR67-AIR33-HF33-AIF67__1,distilbert__HR67-AIR33-HF100-AIF0__10,12,3,0.035156,0.062574,False
HF,bert__HR67-AIR33-HF33-AIF67__1,distilbert__HR67-AIR33-HF100-AIF0__10,8,5,0.581055,0.742099,False
AI-F,bert__HR67-AIR33-HF33-AIF67__1,distilbert__HR67-AIR33-HF100-AIF0__10,56,0,0.0,0.0,True
overall,bert__HR67-AIR33-HF33-AIF67__1,distilbert__HR67-AIR33-HF33-AIF67__4,10,6,0.454498,0.612095,False
HR,bert__HR67-AIR33-HF33-AIF67__1,distilbert__HR67-AIR33-HF33-AIF67__4,0,2,0.5,0.648479,False
AI-R,bert__HR67-AIR33-HF33-AIF67__1,distilbert__HR67-AIR33-HF33-AIF67__4,3,2,1.0,1.0,False
HF,bert__HR67-AIR33-HF33-AIF67__1,distilbert__HR67-AIR33-HF33-AIF67__4,5,2,0.453125,0.611761,False
AI-F,bert__HR67-AIR33-HF33-AIF67__1,distilbert__HR67-AIR33-HF33-AIF67__4,2,0,0.5,0.648479,False
overall,bert__HR67-AIR33-HF33-AIF67__1,distilbert__HR67-AIR33-HF50-AIF50__4,12,13,1.0,1.0,False
HR,bert__HR67-AIR33-HF33-AIF67__1,distilbert__HR67-AIR33-HF50-AIF50__4,4,0,0.125,0.196441,False
AI-R,bert__HR67-AIR33-HF33-AIF67__1,distilbert__HR67-AIR33-HF50-AIF50__4,7,0,0.015625,0.030155,True
HF,bert__HR67-AIR33-HF33-AIF67__1,distilbert__HR67-AIR33-HF50-AIF50__4,1,13,0.001831,0.004353,True
AI-F,bert__HR67-AIR33-HF33-AIF67__1,distilbert__HR67-AIR33-HF50-AIF50__4,0,0,1.0,1.0,False
overall,bert__HR67-AIR33-HF33-AIF67__1,distilbert__HR67-AIR33-HF67-AIF33__3,17,6,0.03469,0.062099,False
HR,bert__HR67-AIR33-HF33-AIF67__1,distilbert__HR67-AIR33-HF67-AIF33__3,1,2,1.0,1.0,False
AI-R,bert__HR67-AIR33-HF33-AIF67__1,distilbert__HR67-AIR33-HF67-AIF33__3,3,1,0.625,0.778565,False
HF,bert__HR67-AIR33-HF33-AIF67__1,distilbert__HR67-AIR33-HF67-AIF33__3,12,3,0.035156,0.062574,False
AI-F,bert__HR67-AIR33-HF33-AIF67__1,distilbert__HR67-AIR33-HF67-AIF33__3,1,0,1.0,1.0,False
overall,bert__HR67-AIR33-HF50-AIF50__1,bert__HR67-AIR33-HF67-AIF33__2,8,11,0.647606,0.805803,False
HR,bert__HR67-AIR33-HF50-AIF50__1,bert__HR67-AIR33-HF67-AIF33__2,4,0,0.125,0.196441,False
AI-R,bert__HR67-AIR33-HF50-AIF50__1,bert__HR67-AIR33-HF67-AIF33__2,3,2,1.0,1.0,False
HF,bert__HR67-AIR33-HF50-AIF50__1,bert__HR67-AIR33-HF67-AIF33__2,1,8,0.039062,0.068297,False
AI-F,bert__HR67-AIR33-HF50-AIF50__1,bert__HR67-AIR33-HF67-AIF33__2,0,1,1.0,1.0,False
overall,bert__HR67-AIR33-HF50-AIF50__1,distilbert__HR100-AIR0-HF0-AIF100__13,58,3,0.0,0.0,True
HR,bert__HR67-AIR33-HF50-AIF50__1,distilbert__HR100-AIR0-HF0-AIF100__13,0,2,0.5,0.648479,False
AI-R,bert__HR67-AIR33-HF50-AIF50__1,distilbert__HR100-AIR0-HF0-AIF100__13,12,1,0.003418,0.00772,True
HF,bert__HR67-AIR33-HF50-AIF50__1,distilbert__HR100-AIR0-HF0-AIF100__13,46,0,0.0,0.0,True
AI-F,bert__HR67-AIR33-HF50-AIF50__1,distilbert__HR100-AIR0-HF0-AIF100__13,0,0,1.0,1.0,False
overall,bert__HR67-AIR33-HF50-AIF50__1,distilbert__HR100-AIR0-HF100-AIF0__15,35,9,0.000164,0.000455,True
